id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts
1683181,11/21/2016 4:00,2016,November,21,Monday,4,38,Flinders St-Swanston St (West),106
1683182,11/21/2016 4:00,2016,November,21,Monday,4,39,Alfred Place,12
1683183,11/21/2016 4:00,2016,November,21,Monday,4,40,Lonsdale St-Spring St (West),10
1683184,11/21/2016 4:00,2016,November,21,Monday,4,42,Grattan St-Swanston St (West),15
1683185,11/21/2016 4:00,2016,November,21,Monday,4,43,Monash Rd-Swanston St (West),2
1683186,11/21/2016 4:00,2016,November,21,Monday,4,44,Tin Alley-Swanston St (West),2
1683187,11/21/2016 4:00,2016,November,21,Monday,4,53,Collins St (North),13
1683188,11/21/2016 5:00,2016,November,21,Monday,5,1,Bourke Street Mall (North),55
1683189,11/21/2016 5:00,2016,November,21,Monday,5,2,Bourke Street Mall (South),26
1683190,11/21/2016 5:00,2016,November,21,Monday,5,5,Princes Bridge,113
1683191,11/21/2016 5:00,2016,November,21,Monday,5,6,Flinders Street Station Underpass,163
1683192,11/21/2016 5:00,2016,November,21,Monday,5,8,Webb Bridge,21
1683193,11/21/2016 5:00,2016,November,21,Monday,5,9,Southern Cross Station,70
1683194,11/21/2016 5:00,2016,November,21,Monday,5,10,Victoria Point,19
1683195,11/21/2016 5:00,2016,November,21,Monday,5,11,Waterfront City,6
1683196,11/21/2016 5:00,2016,November,21,Monday,5,12,New Quay,12
1683197,11/21/2016 5:00,2016,November,21,Monday,5,13,Flagstaff Station,103
1683198,11/21/2016 5:00,2016,November,21,Monday,5,14,Sandridge Bridge,105
1683199,11/21/2016 5:00,2016,November,21,Monday,5,15,State Library,37
1683200,11/21/2016 5:00,2016,November,21,Monday,5,17,Collins Place (South),49
1683201,11/21/2016 5:00,2016,November,21,Monday,5,18,Collins Place (North),29
1683202,11/21/2016 5:00,2016,November,21,Monday,5,19,Chinatown-Swanston St (North),22
1683203,11/21/2016 5:00,2016,November,21,Monday,5,20,Chinatown-Lt Bourke St (South),15
1683204,11/21/2016 5:00,2016,November,21,Monday,5,21,Bourke St-Russell St (West),197
1683205,11/21/2016 5:00,2016,November,21,Monday,5,24,Spencer St-Collins St (North),209
1683206,11/21/2016 5:00,2016,November,21,Monday,5,25,Melbourne Convention Exhibition Centre,86
1683207,11/21/2016 5:00,2016,November,21,Monday,5,26,QV Market-Elizabeth St (West),44
1683208,11/21/2016 5:00,2016,November,21,Monday,5,27,QV Market-Peel St,6
1683209,11/21/2016 5:00,2016,November,21,Monday,5,28,The Arts Centre,79
1683210,11/21/2016 5:00,2016,November,21,Monday,5,29,St Kilda Rd-Alexandra Gardens,48
1683211,11/21/2016 5:00,2016,November,21,Monday,5,30,Lonsdale St (South),59
1683212,11/21/2016 5:00,2016,November,21,Monday,5,31,Lygon St (West),25
1683213,11/21/2016 5:00,2016,November,21,Monday,5,32,City Square,579
1683214,11/21/2016 5:00,2016,November,21,Monday,5,33,Flinders St-Spring St (West),16
1683215,11/21/2016 5:00,2016,November,21,Monday,5,34,Flinders St-Spark La,17
1683216,11/21/2016 5:00,2016,November,21,Monday,5,35,Southbank,97
1683217,11/21/2016 5:00,2016,November,21,Monday,5,36,Queen St (West),30
1683218,11/21/2016 5:00,2016,November,21,Monday,5,37,Lygon St (East),9
1683219,11/21/2016 5:00,2016,November,21,Monday,5,38,Flinders St-Swanston St (West),253
1683220,11/21/2016 5:00,2016,November,21,Monday,5,39,Alfred Place,21
1683221,11/21/2016 5:00,2016,November,21,Monday,5,40,Lonsdale St-Spring St (West),19
1683222,11/21/2016 5:00,2016,November,21,Monday,5,42,Grattan St-Swanston St (West),24
1683223,11/21/2016 5:00,2016,November,21,Monday,5,43,Monash Rd-Swanston St (West),7
1683224,11/21/2016 5:00,2016,November,21,Monday,5,44,Tin Alley-Swanston St (West),5
1683225,11/21/2016 5:00,2016,November,21,Monday,5,53,Collins St (North),36
1683226,11/21/2016 6:00,2016,November,21,Monday,6,1,Bourke Street Mall (North),112
1683227,11/21/2016 6:00,2016,November,21,Monday,6,2,Bourke Street Mall (South),77
1683228,11/21/2016 6:00,2016,November,21,Monday,6,5,Princes Bridge,282
1683229,11/21/2016 6:00,2016,November,21,Monday,6,6,Flinders Street Station Underpass,612
1683230,11/21/2016 6:00,2016,November,21,Monday,6,8,Webb Bridge,112
1683231,11/21/2016 6:00,2016,November,21,Monday,6,9,Southern Cross Station,427
1683232,11/21/2016 6:00,2016,November,21,Monday,6,10,Victoria Point,79
1683233,11/21/2016 6:00,2016,November,21,Monday,6,11,Waterfront City,17
1683234,11/21/2016 6:00,2016,November,21,Monday,6,12,New Quay,72
1683235,11/21/2016 6:00,2016,November,21,Monday,6,13,Flagstaff Station,596
1683236,11/21/2016 6:00,2016,November,21,Monday,6,14,Sandridge Bridge,236
1683237,11/21/2016 6:00,2016,November,21,Monday,6,15,State Library,90
1683238,11/21/2016 6:00,2016,November,21,Monday,6,17,Collins Place (South),219
1683239,11/21/2016 6:00,2016,November,21,Monday,6,18,Collins Place (North),148
1683240,11/21/2016 6:00,2016,November,21,Monday,6,19,Chinatown-Swanston St (North),46
1683241,11/21/2016 6:00,2016,November,21,Monday,6,20,Chinatown-Lt Bourke St (South),25
1683242,11/21/2016 6:00,2016,November,21,Monday,6,21,Bourke St-Russell St (West),79
1683243,11/21/2016 6:00,2016,November,21,Monday,6,24,Spencer St-Collins St (North),685
1683244,11/21/2016 6:00,2016,November,21,Monday,6,25,Melbourne Convention Exhibition Centre,296
1683245,11/21/2016 6:00,2016,November,21,Monday,6,26,QV Market-Elizabeth St (West),81
1683246,11/21/2016 6:00,2016,November,21,Monday,6,27,QV Market-Peel St,22
1683247,11/21/2016 6:00,2016,November,21,Monday,6,28,The Arts Centre,284
1683248,11/21/2016 6:00,2016,November,21,Monday,6,29,St Kilda Rd-Alexandra Gardens,142
1683249,11/21/2016 6:00,2016,November,21,Monday,6,30,Lonsdale St (South),54
1683250,11/21/2016 6:00,2016,November,21,Monday,6,31,Lygon St (West),35
1683251,11/21/2016 6:00,2016,November,21,Monday,6,32,City Square,204
1683252,11/21/2016 6:00,2016,November,21,Monday,6,33,Flinders St-Spring St (West),71
1683253,11/21/2016 6:00,2016,November,21,Monday,6,34,Flinders St-Spark La,43
1683254,11/21/2016 6:00,2016,November,21,Monday,6,35,Southbank,620
1683255,11/21/2016 6:00,2016,November,21,Monday,6,36,Queen St (West),58
1683256,11/21/2016 6:00,2016,November,21,Monday,6,37,Lygon St (East),10
1683257,11/21/2016 6:00,2016,November,21,Monday,6,38,Flinders St-Swanston St (West),567
