,ID,Date_Time,Year,Month,Mdate,Day,Time,sensor_id,Sensor_Name,Hourly_Counts,sensor_description,sensor_name,installation_date,status,note,direction_1,direction_2,latitude,longitude,location
272,1683270,11,2016,November,21,Monday,7,10,Victoria Point,304,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
273,1683271,11,2016,November,21,Monday,7,11,Waterfront City,58,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
274,1683272,11,2016,November,21,Monday,7,12,New Quay,164,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
275,1683273,11,2016,November,21,Monday,7,13,Flagstaff Station,2332,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
276,1683274,11,2016,November,21,Monday,7,14,Sandridge Bridge,562,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
277,1683275,11,2016,November,21,Monday,7,15,State Library,307,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
278,1683276,11,2016,November,21,Monday,7,17,Collins Place (South),742,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
279,1683277,11,2016,November,21,Monday,7,18,Collins Place (North),727,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
280,1683278,11,2016,November,21,Monday,7,19,Chinatown-Swanston St (North),112,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
281,1683279,11,2016,November,21,Monday,7,20,Chinatown-Lt Bourke St (South),66,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
282,1683280,11,2016,November,21,Monday,7,21,Bourke St-Russell St (West),167,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
283,1683281,11,2016,November,21,Monday,7,24,Spencer St-Collins St (North),2019,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
284,1683282,11,2016,November,21,Monday,7,25,Melbourne Convention Exhibition Centre,572,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
285,1683283,11,2016,November,21,Monday,7,26,QV Market-Elizabeth St (West),208,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
286,1683284,11,2016,November,21,Monday,7,27,QV Market-Peel St,66,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
287,1683285,11,2016,November,21,Monday,7,28,The Arts Centre,889,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
288,1683286,11,2016,November,21,Monday,7,29,St Kilda Rd-Alexandra Gardens,344,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
289,1683287,11,2016,November,21,Monday,7,30,Lonsdale St (South),264,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
290,1683288,11,2016,November,21,Monday,7,31,Lygon St (West),68,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
291,1683289,11,2016,November,21,Monday,7,32,City Square,673,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
292,1683290,11,2016,November,21,Monday,7,33,Flinders St-Spring St (West),247,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
293,1683291,11,2016,November,21,Monday,7,34,Flinders St-Spark La,190,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
294,1683292,11,2016,November,21,Monday,7,35,Southbank,1740,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
295,1683293,11,2016,November,21,Monday,7,36,Queen St (West),211,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
296,1683294,11,2016,November,21,Monday,7,37,Lygon St (East),53,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
297,1683295,11,2016,November,21,Monday,7,38,Flinders St-Swanston St (West),1485,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
298,1683296,11,2016,November,21,Monday,7,39,Alfred Place,262,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
299,1683297,11,2016,November,21,Monday,7,40,Lonsdale St-Spring St (West),226,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
300,1683298,11,2016,November,21,Monday,7,42,Grattan St-Swanston St (West),81,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
301,1683299,11,2016,November,21,Monday,7,43,Monash Rd-Swanston St (West),69,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
302,1683300,11,2016,November,21,Monday,7,44,Tin Alley-Swanston St (West),54,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
303,1683301,11,2016,November,21,Monday,7,53,Collins St (North),338,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
304,1683302,11,2016,November,21,Monday,8,1,Bourke Street Mall (North),854,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
305,1683303,11,2016,November,21,Monday,8,2,Bourke Street Mall (South),648,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
306,1683304,11,2016,November,21,Monday,8,5,Princes Bridge,1714,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
307,1683305,11,2016,November,21,Monday,8,6,Flinders Street Station Underpass,4348,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
308,1683306,11,2016,November,21,Monday,8,8,Webb Bridge,359,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
309,1683307,11,2016,November,21,Monday,8,9,Southern Cross Station,2972,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
310,1683308,11,2016,November,21,Monday,8,10,Victoria Point,574,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
311,1683309,11,2016,November,21,Monday,8,11,Waterfront City,75,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
312,1683310,11,2016,November,21,Monday,8,12,New Quay,264,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
313,1683311,11,2016,November,21,Monday,8,13,Flagstaff Station,5021,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
314,1683312,11,2016,November,21,Monday,8,14,Sandridge Bridge,1203,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
315,1683313,11,2016,November,21,Monday,8,15,State Library,712,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
316,1683314,11,2016,November,21,Monday,8,17,Collins Place (South),1921,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
317,1683315,11,2016,November,21,Monday,8,18,Collins Place (North),1860,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
318,1683316,11,2016,November,21,Monday,8,19,Chinatown-Swanston St (North),220,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
319,1683317,11,2016,November,21,Monday,8,20,Chinatown-Lt Bourke St (South),118,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
320,1683318,11,2016,November,21,Monday,8,21,Bourke St-Russell St (West),341,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
321,1683319,11,2016,November,21,Monday,8,24,Spencer St-Collins St (North),4190,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
322,1683320,11,2016,November,21,Monday,8,25,Melbourne Convention Exhibition Centre,1034,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
323,1683321,11,2016,November,21,Monday,8,26,QV Market-Elizabeth St (West),479,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
324,1683322,11,2016,November,21,Monday,8,27,QV Market-Peel St,137,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
325,1683323,11,2016,November,21,Monday,8,28,The Arts Centre,1826,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
326,1683324,11,2016,November,21,Monday,8,29,St Kilda Rd-Alexandra Gardens,523,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
327,1683325,11,2016,November,21,Monday,8,30,Lonsdale St (South),332,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
328,1683326,11,2016,November,21,Monday,8,31,Lygon St (West),156,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
329,1683327,11,2016,November,21,Monday,8,32,City Square,1463,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
330,1683328,11,2016,November,21,Monday,8,33,Flinders St-Spring St (West),570,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
331,1683329,11,2016,November,21,Monday,8,34,Flinders St-Spark La,233,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
332,1683330,11,2016,November,21,Monday,8,35,Southbank,3443,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
333,1683331,11,2016,November,21,Monday,8,36,Queen St (West),670,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
334,1683332,11,2016,November,21,Monday,8,37,Lygon St (East),207,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
335,1683333,11,2016,November,21,Monday,8,38,Flinders St-Swanston St (West),3400,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
336,1683334,11,2016,November,21,Monday,8,39,Alfred Place,559,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
337,1683335,11,2016,November,21,Monday,8,40,Lonsdale St-Spring St (West),673,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
338,1683336,11,2016,November,21,Monday,8,42,Grattan St-Swanston St (West),307,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
339,1683337,11,2016,November,21,Monday,8,43,Monash Rd-Swanston St (West),192,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
340,1683338,11,2016,November,21,Monday,8,44,Tin Alley-Swanston St (West),138,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
341,1683339,11,2016,November,21,Monday,8,53,Collins St (North),851,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
342,1683340,11,2016,November,21,Monday,9,1,Bourke Street Mall (North),938,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
343,1683341,11,2016,November,21,Monday,9,2,Bourke Street Mall (South),811,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
344,1683342,11,2016,November,21,Monday,9,5,Princes Bridge,1213,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
345,1683343,11,2016,November,21,Monday,9,6,Flinders Street Station Underpass,2021,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
346,1683344,11,2016,November,21,Monday,9,8,Webb Bridge,367,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
347,1683345,11,2016,November,21,Monday,9,9,Southern Cross Station,1485,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
348,1683346,11,2016,November,21,Monday,9,10,Victoria Point,319,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
349,1683347,11,2016,November,21,Monday,9,11,Waterfront City,30,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
350,1683348,11,2016,November,21,Monday,9,12,New Quay,136,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
351,1683349,11,2016,November,21,Monday,9,13,Flagstaff Station,2696,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
352,1683350,11,2016,November,21,Monday,9,14,Sandridge Bridge,551,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
353,1683351,11,2016,November,21,Monday,9,15,State Library,656,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
354,1683352,11,2016,November,21,Monday,9,17,Collins Place (South),1274,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
355,1683353,11,2016,November,21,Monday,9,18,Collins Place (North),1044,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
356,1683354,11,2016,November,21,Monday,9,19,Chinatown-Swanston St (North),202,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
357,1683355,11,2016,November,21,Monday,9,20,Chinatown-Lt Bourke St (South),205,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
358,1683356,11,2016,November,21,Monday,9,21,Bourke St-Russell St (West),312,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
359,1683357,11,2016,November,21,Monday,9,24,Spencer St-Collins St (North),2482,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
360,1683358,11,2016,November,21,Monday,9,25,Melbourne Convention Exhibition Centre,593,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
361,1683359,11,2016,November,21,Monday,9,26,QV Market-Elizabeth St (West),499,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
362,1683360,11,2016,November,21,Monday,9,27,QV Market-Peel St,89,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
363,1683361,11,2016,November,21,Monday,9,28,The Arts Centre,1025,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
364,1683362,11,2016,November,21,Monday,9,29,St Kilda Rd-Alexandra Gardens,288,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
365,1683363,11,2016,November,21,Monday,9,30,Lonsdale St (South),304,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
366,1683364,11,2016,November,21,Monday,9,31,Lygon St (West),196,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
367,1683365,11,2016,November,21,Monday,9,32,City Square,952,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
368,1683366,11,2016,November,21,Monday,9,33,Flinders St-Spring St (West),431,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
369,1683367,11,2016,November,21,Monday,9,34,Flinders St-Spark La,193,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
370,1683368,11,2016,November,21,Monday,9,35,Southbank,1745,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
371,1683369,11,2016,November,21,Monday,9,36,Queen St (West),560,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
372,1683370,11,2016,November,21,Monday,9,37,Lygon St (East),200,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
373,1683371,11,2016,November,21,Monday,9,38,Flinders St-Swanston St (West),2465,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
374,1683372,11,2016,November,21,Monday,9,39,Alfred Place,438,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
375,1683373,11,2016,November,21,Monday,9,40,Lonsdale St-Spring St (West),514,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
376,1683374,11,2016,November,21,Monday,9,42,Grattan St-Swanston St (West),310,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
377,1683375,11,2016,November,21,Monday,9,43,Monash Rd-Swanston St (West),377,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
378,1683376,11,2016,November,21,Monday,9,44,Tin Alley-Swanston St (West),150,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
379,1683377,11,2016,November,21,Monday,9,53,Collins St (North),840,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
380,1683378,11/,2016,November,21,Monday,10,1,Bourke Street Mall (North),1567,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
381,1683379,11/,2016,November,21,Monday,10,2,Bourke Street Mall (South),1206,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
382,1683380,11/,2016,November,21,Monday,10,5,Princes Bridge,1654,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
383,1683381,11/,2016,November,21,Monday,10,6,Flinders Street Station Underpass,1318,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
384,1683382,11/,2016,November,21,Monday,10,8,Webb Bridge,168,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
385,1683383,11/,2016,November,21,Monday,10,9,Southern Cross Station,551,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
386,1683384,11/,2016,November,21,Monday,10,10,Victoria Point,226,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
387,1683385,11/,2016,November,21,Monday,10,11,Waterfront City,21,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
388,1683386,11/,2016,November,21,Monday,10,12,New Quay,100,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
389,1683387,11/,2016,November,21,Monday,10,13,Flagstaff Station,1024,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
390,1683388,11/,2016,November,21,Monday,10,14,Sandridge Bridge,443,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
391,1683389,11/,2016,November,21,Monday,10,15,State Library,717,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
392,1683390,11/,2016,November,21,Monday,10,17,Collins Place (South),721,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
393,1683391,11/,2016,November,21,Monday,10,18,Collins Place (North),466,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
394,1683392,11/,2016,November,21,Monday,10,19,Chinatown-Swanston St (North),386,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
395,1683393,11/,2016,November,21,Monday,10,20,Chinatown-Lt Bourke St (South),251,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
396,1683394,11/,2016,November,21,Monday,10,21,Bourke St-Russell St (West),490,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
397,1683395,11/,2016,November,21,Monday,10,24,Spencer St-Collins St (North),1834,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
398,1683396,11/,2016,November,21,Monday,10,25,Melbourne Convention Exhibition Centre,506,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
399,1683397,11/,2016,November,21,Monday,10,26,QV Market-Elizabeth St (West),421,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
400,1683398,11/,2016,November,21,Monday,10,27,QV Market-Peel St,71,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
401,1683399,11/,2016,November,21,Monday,10,28,The Arts Centre,1252,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
402,1683400,11/,2016,November,21,Monday,10,29,St Kilda Rd-Alexandra Gardens,408,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
403,1683401,11/,2016,November,21,Monday,10,30,Lonsdale St (South),383,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
404,1683402,11/,2016,November,21,Monday,10,31,Lygon St (West),225,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
405,1683403,11/,2016,November,21,Monday,10,32,City Square,943,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
406,1683404,11/,2016,November,21,Monday,10,33,Flinders St-Spring St (West),148,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
407,1683405,11/,2016,November,21,Monday,10,34,Flinders St-Spark La,119,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
408,1683406,11/,2016,November,21,Monday,10,35,Southbank,1259,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
