,ID,Date_Time,Year,Month,Mdate,Day,Time,sensor_id,Sensor_Name,Hourly_Counts,sensor_description,sensor_name,installation_date,status,note,direction_1,direction_2,latitude,longitude,location
134,1683132,11,2016,November,21,Monday,3,27,QV Market-Peel St,1,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
135,1683133,11,2016,November,21,Monday,3,28,The Arts Centre,41,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
136,1683134,11,2016,November,21,Monday,3,29,St Kilda Rd-Alexandra Gardens,2,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
137,1683135,11,2016,November,21,Monday,3,30,Lonsdale St (South),49,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
138,1683136,11,2016,November,21,Monday,3,31,Lygon St (West),8,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
139,1683137,11,2016,November,21,Monday,3,32,City Square,305,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
140,1683138,11,2016,November,21,Monday,3,33,Flinders St-Spring St (West),6,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
141,1683139,11,2016,November,21,Monday,3,34,Flinders St-Spark La,7,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
142,1683140,11,2016,November,21,Monday,3,35,Southbank,22,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
143,1683141,11,2016,November,21,Monday,3,36,Queen St (West),3,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
144,1683142,11,2016,November,21,Monday,3,37,Lygon St (East),2,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
145,1683143,11,2016,November,21,Monday,3,38,Flinders St-Swanston St (West),69,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
146,1683144,11,2016,November,21,Monday,3,39,Alfred Place,0,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
147,1683145,11,2016,November,21,Monday,3,40,Lonsdale St-Spring St (West),0,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
148,1683146,11,2016,November,21,Monday,3,42,Grattan St-Swanston St (West),4,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
149,1683147,11,2016,November,21,Monday,3,43,Monash Rd-Swanston St (West),1,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
150,1683148,11,2016,November,21,Monday,3,44,Tin Alley-Swanston St (West),3,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
151,1683149,11,2016,November,21,Monday,3,53,Collins St (North),5,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
152,1683150,11,2016,November,21,Monday,4,1,Bourke Street Mall (North),23,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
153,1683151,11,2016,November,21,Monday,4,2,Bourke Street Mall (South),3,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
154,1683152,11,2016,November,21,Monday,4,5,Princes Bridge,65,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
155,1683153,11,2016,November,21,Monday,4,6,Flinders Street Station Underpass,37,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
156,1683154,11,2016,November,21,Monday,4,8,Webb Bridge,3,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
157,1683155,11,2016,November,21,Monday,4,9,Southern Cross Station,14,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
158,1683156,11,2016,November,21,Monday,4,10,Victoria Point,2,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
159,1683157,11,2016,November,21,Monday,4,11,Waterfront City,0,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
160,1683158,11,2016,November,21,Monday,4,12,New Quay,3,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
161,1683159,11,2016,November,21,Monday,4,13,Flagstaff Station,7,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
162,1683160,11,2016,November,21,Monday,4,14,Sandridge Bridge,27,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
163,1683161,11,2016,November,21,Monday,4,15,State Library,13,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
164,1683162,11,2016,November,21,Monday,4,17,Collins Place (South),8,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
165,1683163,11,2016,November,21,Monday,4,18,Collins Place (North),7,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
166,1683164,11,2016,November,21,Monday,4,19,Chinatown-Swanston St (North),33,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
167,1683165,11,2016,November,21,Monday,4,20,Chinatown-Lt Bourke St (South),22,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
168,1683166,11,2016,November,21,Monday,4,21,Bourke St-Russell St (West),105,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
169,1683167,11,2016,November,21,Monday,4,24,Spencer St-Collins St (North),28,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
170,1683168,11,2016,November,21,Monday,4,25,Melbourne Convention Exhibition Centre,28,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
171,1683169,11,2016,November,21,Monday,4,26,QV Market-Elizabeth St (West),26,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
172,1683170,11,2016,November,21,Monday,4,27,QV Market-Peel St,2,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
173,1683171,11,2016,November,21,Monday,4,28,The Arts Centre,69,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
174,1683172,11,2016,November,21,Monday,4,29,St Kilda Rd-Alexandra Gardens,5,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
175,1683173,11,2016,November,21,Monday,4,30,Lonsdale St (South),21,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
176,1683174,11,2016,November,21,Monday,4,31,Lygon St (West),7,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
177,1683175,11,2016,November,21,Monday,4,32,City Square,190,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
178,1683176,11,2016,November,21,Monday,4,33,Flinders St-Spring St (West),7,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
179,1683177,11,2016,November,21,Monday,4,34,Flinders St-Spark La,8,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
180,1683178,11,2016,November,21,Monday,4,35,Southbank,34,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
181,1683179,11,2016,November,21,Monday,4,36,Queen St (West),3,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
182,1683180,11,2016,November,21,Monday,4,37,Lygon St (East),2,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
183,1683181,11,2016,November,21,Monday,4,38,Flinders St-Swanston St (West),106,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
184,1683182,11,2016,November,21,Monday,4,39,Alfred Place,12,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
185,1683183,11,2016,November,21,Monday,4,40,Lonsdale St-Spring St (West),10,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
186,1683184,11,2016,November,21,Monday,4,42,Grattan St-Swanston St (West),15,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
187,1683185,11,2016,November,21,Monday,4,43,Monash Rd-Swanston St (West),2,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
188,1683186,11,2016,November,21,Monday,4,44,Tin Alley-Swanston St (West),2,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
189,1683187,11,2016,November,21,Monday,4,53,Collins St (North),13,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
190,1683188,11,2016,November,21,Monday,5,1,Bourke Street Mall (North),55,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
191,1683189,11,2016,November,21,Monday,5,2,Bourke Street Mall (South),26,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
192,1683190,11,2016,November,21,Monday,5,5,Princes Bridge,113,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
193,1683191,11,2016,November,21,Monday,5,6,Flinders Street Station Underpass,163,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
194,1683192,11,2016,November,21,Monday,5,8,Webb Bridge,21,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
195,1683193,11,2016,November,21,Monday,5,9,Southern Cross Station,70,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
196,1683194,11,2016,November,21,Monday,5,10,Victoria Point,19,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
197,1683195,11,2016,November,21,Monday,5,11,Waterfront City,6,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
198,1683196,11,2016,November,21,Monday,5,12,New Quay,12,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
199,1683197,11,2016,November,21,Monday,5,13,Flagstaff Station,103,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
200,1683198,11,2016,November,21,Monday,5,14,Sandridge Bridge,105,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
201,1683199,11,2016,November,21,Monday,5,15,State Library,37,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
202,1683200,11,2016,November,21,Monday,5,17,Collins Place (South),49,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
203,1683201,11,2016,November,21,Monday,5,18,Collins Place (North),29,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
204,1683202,11,2016,November,21,Monday,5,19,Chinatown-Swanston St (North),22,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
205,1683203,11,2016,November,21,Monday,5,20,Chinatown-Lt Bourke St (South),15,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
206,1683204,11,2016,November,21,Monday,5,21,Bourke St-Russell St (West),197,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
207,1683205,11,2016,November,21,Monday,5,24,Spencer St-Collins St (North),209,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
208,1683206,11,2016,November,21,Monday,5,25,Melbourne Convention Exhibition Centre,86,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
209,1683207,11,2016,November,21,Monday,5,26,QV Market-Elizabeth St (West),44,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
210,1683208,11,2016,November,21,Monday,5,27,QV Market-Peel St,6,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
211,1683209,11,2016,November,21,Monday,5,28,The Arts Centre,79,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
212,1683210,11,2016,November,21,Monday,5,29,St Kilda Rd-Alexandra Gardens,48,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
213,1683211,11,2016,November,21,Monday,5,30,Lonsdale St (South),59,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
214,1683212,11,2016,November,21,Monday,5,31,Lygon St (West),25,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
215,1683213,11,2016,November,21,Monday,5,32,City Square,579,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
216,1683214,11,2016,November,21,Monday,5,33,Flinders St-Spring St (West),16,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
217,1683215,11,2016,November,21,Monday,5,34,Flinders St-Spark La,17,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
218,1683216,11,2016,November,21,Monday,5,35,Southbank,97,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
219,1683217,11,2016,November,21,Monday,5,36,Queen St (West),30,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
220,1683218,11,2016,November,21,Monday,5,37,Lygon St (East),9,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
221,1683219,11,2016,November,21,Monday,5,38,Flinders St-Swanston St (West),253,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
222,1683220,11,2016,November,21,Monday,5,39,Alfred Place,21,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
223,1683221,11,2016,November,21,Monday,5,40,Lonsdale St-Spring St (West),19,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
224,1683222,11,2016,November,21,Monday,5,42,Grattan St-Swanston St (West),24,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
225,1683223,11,2016,November,21,Monday,5,43,Monash Rd-Swanston St (West),7,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
226,1683224,11,2016,November,21,Monday,5,44,Tin Alley-Swanston St (West),5,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
227,1683225,11,2016,November,21,Monday,5,53,Collins St (North),36,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
228,1683226,11,2016,November,21,Monday,6,1,Bourke Street Mall (North),112,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
229,1683227,11,2016,November,21,Monday,6,2,Bourke Street Mall (South),77,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
230,1683228,11,2016,November,21,Monday,6,5,Princes Bridge,282,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
231,1683229,11,2016,November,21,Monday,6,6,Flinders Street Station Underpass,612,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
232,1683230,11,2016,November,21,Monday,6,8,Webb Bridge,112,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
233,1683231,11,2016,November,21,Monday,6,9,Southern Cross Station,427,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
234,1683232,11,2016,November,21,Monday,6,10,Victoria Point,79,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
235,1683233,11,2016,November,21,Monday,6,11,Waterfront City,17,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
236,1683234,11,2016,November,21,Monday,6,12,New Quay,72,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
237,1683235,11,2016,November,21,Monday,6,13,Flagstaff Station,596,Flagstaff Station,Wil277_T,2009/03/24,R,,,,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)"
238,1683236,11,2016,November,21,Monday,6,14,Sandridge Bridge,236,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
239,1683237,11,2016,November,21,Monday,6,15,State Library,90,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
240,1683238,11,2016,November,21,Monday,6,17,Collins Place (South),219,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
241,1683239,11,2016,November,21,Monday,6,18,Collins Place (North),148,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
242,1683240,11,2016,November,21,Monday,6,19,Chinatown-Swanston St (North),46,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
243,1683241,11,2016,November,21,Monday,6,20,Chinatown-Lt Bourke St (South),25,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
244,1683242,11,2016,November,21,Monday,6,21,Bourke St-Russell St (West),79,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
245,1683243,11,2016,November,21,Monday,6,24,Spencer St-Collins St (North),685,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
246,1683244,11,2016,November,21,Monday,6,25,Melbourne Convention Exhibition Centre,296,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
247,1683245,11,2016,November,21,Monday,6,26,QV Market-Elizabeth St (West),81,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
248,1683246,11,2016,November,21,Monday,6,27,QV Market-Peel St,22,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
249,1683247,11,2016,November,21,Monday,6,28,The Arts Centre,284,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
250,1683248,11,2016,November,21,Monday,6,29,St Kilda Rd-Alexandra Gardens,142,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
251,1683249,11,2016,November,21,Monday,6,30,Lonsdale St (South),54,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
252,1683250,11,2016,November,21,Monday,6,31,Lygon St (West),35,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
253,1683251,11,2016,November,21,Monday,6,32,City Square,204,City Square,CSq_T,2013/12/20,R,Device has been removed (24/01/2017),,,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)"
254,1683252,11,2016,November,21,Monday,6,33,Flinders St-Spring St (West),71,Flinders St-Spring St (West),Spr13_T,2014/04/23,R,,North,South,-37.81483252,144.97454056,"(-37.81483252, 144.97454056)"
255,1683253,11,2016,November,21,Monday,6,34,Flinders St-Spark La,43,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
256,1683254,11,2016,November,21,Monday,6,35,Southbank,620,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
257,1683255,11,2016,November,21,Monday,6,36,Queen St (West),58,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
258,1683256,11,2016,November,21,Monday,6,37,Lygon St (East),10,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
259,1683257,11,2016,November,21,Monday,6,38,Flinders St-Swanston St (West),567,Flinders St-Swanston St (West),Swa11_T,2014/12/05,R,Device has been removed (17/02/2017),,,-37.81723437,144.96715033,"(-37.81723437, 144.96715033)"
260,1683258,11,2016,November,21,Monday,6,39,Alfred Place,66,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
261,1683259,11,2016,November,21,Monday,6,40,Lonsdale St-Spring St (West),59,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
262,1683260,11,2016,November,21,Monday,6,42,Grattan St-Swanston St (West),42,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
263,1683261,11,2016,November,21,Monday,6,43,Monash Rd-Swanston St (West),21,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
264,1683262,11,2016,November,21,Monday,6,44,Tin Alley-Swanston St (West),25,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
265,1683263,11,2016,November,21,Monday,6,53,Collins St (North),80,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
266,1683264,11,2016,November,21,Monday,7,1,Bourke Street Mall (North),385,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
267,1683265,11,2016,November,21,Monday,7,2,Bourke Street Mall (South),224,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
268,1683266,11,2016,November,21,Monday,7,5,Princes Bridge,901,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
269,1683267,11,2016,November,21,Monday,7,6,Flinders Street Station Underpass,1903,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
270,1683268,11,2016,November,21,Monday,7,8,Webb Bridge,255,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
271,1683269,11,2016,November,21,Monday,7,9,Southern Cross Station,1648,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
