,id,date_time,year,month,mdate,day,time,sensor_id,sensor_name_x,hourly_counts,sensor_description,sensor_name_y,installation_date,status,note,direction_1,direction_2,latitude,longitude,location
185191,2655021,5/2/2019,2019,May,2,Thursday,5,9,Southern Cross Station,76,Southern Cross Station,Col700_T,3/23/2009,A,,East,West,-37.81982992,144.9510256,"(-37.81982992, 144.95102556)"
185192,2655022,5/2/2019,2019,May,2,Thursday,5,10,Victoria Point,21,Victoria Point,BouHbr_T,4/23/2009,A,,West,East,-37.81876473,144.9471055,"(-37.81876473, 144.94710545)"
185193,2655023,5/2/2019,2019,May,2,Thursday,5,11,Waterfront City,0,Waterfront City,WatCit_T,1/20/2009,A,,East,West,-37.81564989,144.939707,"(-37.81564989, 144.93970695)"
185194,2655024,5/2/2019,2019,May,2,Thursday,5,12,New Quay,3,New Quay,NewQ_T,1/21/2009,A,,West,East,-37.81457987,144.942924,"(-37.81457987, 144.94292398)"
185195,2655025,5/2/2019,2019,May,2,Thursday,5,14,Sandridge Bridge,88,Sandridge Bridge,SanBri_T,9/25/2019,A,,North,South,-37.82011242,144.962919,"(-37.82011242, 144.96291898)"
185196,2655026,5/2/2019,2019,May,2,Thursday,5,15,State Library,27,State Library,QV_T,3/25/2009,R,,South,North,-37.81064378,144.9644713,"(-37.81064378, 144.96447132)"
185197,2655027,5/2/2019,2019,May,2,Thursday,5,17,Collins Place (South),96,Collins Place (South),Col15_T,3/30/2009,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.9732359,"(-37.81362542, 144.97323592)"
185198,2655028,5/2/2019,2019,May,2,Thursday,5,18,Collins Place (North),32,Collins Place (North),Col12_T,3/30/2009,A,,East,West,-37.81344861,144.9730535,"(-37.81344861, 144.97305354)"
185199,2655029,5/2/2019,2019,May,2,Thursday,5,19,Chinatown-Swanston St (North),21,Chinatown-Swanston St (North),LtB210_T,9/2/2013,A,,East,West,-37.81237202,144.9655067,"(-37.81237202, 144.96550671)"
185200,2655030,5/2/2019,2019,May,2,Thursday,5,20,Chinatown-Lt Bourke St (South),22,Chinatown-Lt Bourke St (South),LtB170_T,9/6/2013,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
185201,2655031,5/2/2019,2019,May,2,Thursday,5,21,Bourke St-Russell St (West),39,Bourke St-Russell St (West),Rus180_T,9/2/2013,A,,South,North,-37.81244703,144.9677876,"(-37.81244703, 144.96778757)"
185202,2655032,5/2/2019,2019,May,2,Thursday,5,22,Flinders St-Elizabeth St (East),140,Flinders St-Elizabeth St (East),Eli274_T,8/12/2013,A,,South,North,-37.81786445,144.9650682,"(-37.81786445, 144.96506823)"
185203,2655033,5/2/2019,2019,May,2,Thursday,5,23,Spencer St-Collins St (South),130,Spencer St-Collins St (South),Col623_T,9/2/2013,A,,East,West,-37.81909256,144.9545275,"(-37.81909256, 144.95452749)"
185204,2655034,5/2/2019,2019,May,2,Thursday,5,24,Spencer St-Collins St (North),331,Spencer St-Collins St (North),Col620_T,9/2/2013,A,,East,West,-37.81887962,144.954492,"(-37.81887962, 144.95449198)"
185205,2655035,5/2/2019,2019,May,2,Thursday,5,25,Melbourne Convention Exhibition Centre,57,Melbourne Convention Exhibition Centre,MCEC_T,10/2/2019,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.9560443,"(-37.82401776, 144.95604426)"
185206,2655036,5/2/2019,2019,May,2,Thursday,5,26,QV Market-Elizabeth St (West),73,QV Market-Elizabeth St (West),Eli483_T,9/28/2013,A,,South,North,-37.80869542,144.960494,"(-37.80869542, 144.96049404)"
185207,2655037,5/2/2019,2019,May,2,Thursday,5,27,QV Market-Peel St,16,QV Market-Peel St,Vic_T,8/16/2013,A,,East,West,-37.80606888,144.9564469,"(-37.80606888, 144.95644693)"
185208,2655038,5/2/2019,2019,May,2,Thursday,5,28,The Arts Centre,88,The Arts Centre,VAC_T,8/23/2013,A,,South,North,-37.82129924,144.9687931,"(-37.82129924, 144.96879309)"
185209,2655039,5/2/2019,2019,May,2,Thursday,5,30,Lonsdale St (South),29,Lonsdale St (South),Lon189_T,10/14/2013,A,,East,West,-37.81121849,144.9665681,"(-37.81121849, 144.96656807)"
185210,2655040,5/2/2019,2019,May,2,Thursday,5,31,Lygon St (West),17,Lygon St (West),Lyg161_T,10/10/2013,A,,South,North,-37.8016968,144.9665891,"(-37.8016968, 144.96658911)"
185211,2655041,5/2/2019,2019,May,2,Thursday,5,33,Flinders St-Spring St (West),31,Flinders St-Spring St (West),Spr13_T,4/23/2014,R,,North,South,-37.81483252,144.9745406,"(-37.81483252, 144.97454056)"
185212,2655042,5/2/2019,2019,May,2,Thursday,5,34,Flinders St-Spark La,22,Flinders St-Spark La,Fli32_T,6/8/2014,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
185213,2655043,5/2/2019,2019,May,2,Thursday,5,35,Southbank,92,Southbank,SouthB_T,4/15/2021,A,River side,East,West,-37.82017828,144.9650888,"(-37.82017828, 144.96508877)"
185214,2655044,5/2/2019,2019,May,2,Thursday,5,36,Queen St (West),35,Queen St (West),Que85_T,1/20/2015,A,,South,North,-37.81652527,144.9612106,"(-37.81652527, 144.96121063)"
185215,2655045,5/2/2019,2019,May,2,Thursday,5,37,Lygon St (East),8,Lygon St (East),Lyg260_T,2/11/2015,A,,North,South,-37.80310271,144.9667145,"(-37.80310271, 144.96671452)"
185216,2655046,5/2/2019,2019,May,2,Thursday,5,39,Alfred Place,12,Alfred Place,AlfPl_T,12/4/2019,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.9699575,"(-37.81379749, 144.96995745)"
185217,2655047,5/2/2019,2019,May,2,Thursday,5,40,Lonsdale St-Spring St (West),37,Lonsdale St-Spring St (West),Spr201_T,1/19/2015,A,,South,North,-37.80999341,144.9722759,"(-37.80999341, 144.97227588)"
185218,2655048,5/2/2019,2019,May,2,Thursday,5,42,Grattan St-Swanston St (West),22,Grattan St-Swanston St (West),UM1_T,4/15/2015,A,,South,North,-37.80008565,144.9638641,"(-37.80008565, 144.96386412)"
185219,2655049,5/2/2019,2019,May,2,Thursday,5,43,Monash Rd-Swanston St (West),19,Monash Rd-Swanston St (West),UM2_T,4/15/2015,A,,South,North,-37.79844525,144.9641178,"(-37.79844525, 144.96411782)"
185220,2655050,5/2/2019,2019,May,2,Thursday,5,44,Tin Alley-Swanston St (West),13,Tin Alley-Swanston St (West),UM3_T,4/15/2015,A,,South,North,-37.79690473,144.9644038,"(-37.79690473, 144.96440378)"
185221,2655051,5/2/2019,2019,May,2,Thursday,5,46,Pelham St (South),12,Pelham St (South),Pel147_T,7/10/2017,A,,West,East,-37.80240719,144.9615673,"(-37.80240719, 144.96156731)"
185222,2655052,5/2/2019,2019,May,2,Thursday,5,47,Melbourne Central-Elizabeth St (East),74,Melbourne Central-Elizabeth St (East),Eli250_T,8/24/2017,A,,South,North,-37.81160331,144.9622008,"(-37.81160331, 144.96220077)"
185223,2655053,5/2/2019,2019,May,2,Thursday,5,48,QVM-Queen St (East),25,QVM-Queen St (East),QVMQ_T,10/2/2017,A,,East,West,-37.80631581,144.958667,"(-37.80631581, 144.95866698)"
185224,2655054,5/2/2019,2019,May,2,Thursday,5,49,QVM-Therry St (South),14,QVM-Therry St (South),Eli501_T,11/29/2017,A,,West,East,-37.80730067,144.9595606,"(-37.80730067, 144.95956055)"
185225,2655055,5/2/2019,2019,May,2,Thursday,5,50,Faraday St-Lygon St (West),9,Faraday St-Lygon St (West),Lyg309_T,11/30/2017,A,,North,South,-37.79808191,144.9672101,"(-37.79808191, 144.96721014)"
185226,2655056,5/2/2019,2019,May,2,Thursday,5,51,QVM-Franklin St (North),12,QVM-Franklin St (North),Fra118_T,11/30/2017,A,,West,East,-37.80841814,144.9590632,"(-37.80841814, 144.95906317)"
185227,2655057,5/2/2019,2019,May,2,Thursday,5,52,Elizabeth St-Lonsdale St (South),16,Elizabeth St-Lonsdale St (South),Eli263_T,7/31/2017,A,,West,East,-37.81252157,144.9619401,"(-37.81252157, 144.9619401)"
185228,2655058,5/2/2019,2019,May,2,Thursday,5,53,Collins St (North),31,Collins Street (North),Col254_T,9/23/2015,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
185229,2655059,5/2/2019,2019,May,2,Thursday,5,54,Lincoln-Swanston (West),13,Lincoln-Swanston (West),Swa607_T,6/26/2018,A,,South,North,-37.804024,144.963084,"(-37.804024, 144.963084)"
185230,2655060,5/2/2019,2019,May,2,Thursday,5,56,Lonsdale St - Elizabeth St (North),10,Lonsdale St - Elizabeth St (North),Lon364_T,7/25/2018,A,,East,West,-37.81234775,144.9615331,"(-37.81234775, 144.96153311)"
185231,2655061,5/2/2019,2019,May,2,Thursday,5,57,Bourke St Bridge,86,Bourke St Bridge,BouBri_T,8/13/2018,A,,West,East,-37.8176735,144.950256,"(-37.8176735, 144.95025595)"
185232,2655062,5/2/2019,2019,May,2,Thursday,5,58,Bourke St - Spencer St (North),99,Bourke St - Spencer St (North),Bou688_T,9/27/2018,A,,West,East,-37.81686074,144.9535808,"(-37.81686074, 144.95358075)"
185233,2655063,5/2/2019,2019,May,2,Thursday,5,59,Swanston St - RMIT Building 80,0,Building 80 RMIT,RMIT_T,2/13/2019,A,,North,South,-37.80825648,144.9630486,"(-37.80825648, 144.96304859)"
185234,2655064,5/2/2019,2019,May,2,Thursday,5,60,Flinders La - Swanston St (West) Temp,181,Flinders La - Swanston St (West) Temporary,Swa31T_T,3/8/2019,R,Temporary for the duration of the metro tunnel works. Installed under the scaffolding.,North,South,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)"
185235,2655065,5/2/2019,2019,May,2,Thursday,6,1,Bourke Street Mall (North),117,Bourke Street Mall (North),Bou292_T,3/24/2009,A,,West,East,-37.8134944,144.9651532,"(-37.8134944, 144.96515324)"
185236,2655066,5/2/2019,2019,May,2,Thursday,6,2,Bourke Street Mall (South),66,Bourke Street Mall (South),Bou283_T,3/30/2009,A,,East,West,-37.81380667,144.9651672,"(-37.81380667, 144.96516719)"
185237,2655067,5/2/2019,2019,May,2,Thursday,6,3,Melbourne Central,186,Melbourne Central,Swa295_T,3/25/2009,A,,North,South,-37.81101523,144.9642949,"(-37.81101523, 144.96429485)"
185238,2655068,5/2/2019,2019,May,2,Thursday,6,4,Town Hall (West),270,Town Hall (West),Swa123_T,3/23/2009,A,,South,North,-37.81487988,144.9660878,"(-37.81487988, 144.9660878)"
185239,2655069,5/2/2019,2019,May,2,Thursday,6,5,Princes Bridge,429,Princes Bridge,PriNW_T,3/26/2009,A,,North,South,-37.81874249,144.9678766,"(-37.81874249, 144.96787656)"
185240,2655070,5/2/2019,2019,May,2,Thursday,6,6,Flinders Street Station Underpass,941,Flinders Street Station Underpass,FliS_T,3/25/2009,A,Upgraded on 8/09/21,North,South,-37.81911704,144.9655826,"(-37.81911704, 144.96558256)"
185241,2655071,5/2/2019,2019,May,2,Thursday,6,7,Birrarung Marr,90,Birrarung Marr,Fed_T,12/17/2014,A,,East,West,-37.81862929,144.971694,"(-37.81862929, 144.97169395)"
185242,2655072,5/2/2019,2019,May,2,Thursday,6,8,Webb Bridge,107,Webb Bridge,WebBN_T,3/24/2009,A,,North,South,-37.82293543,144.9471751,"(-37.82293543, 144.94717511)"
185243,2655073,5/2/2019,2019,May,2,Thursday,6,9,Southern Cross Station,575,Southern Cross Station,Col700_T,3/23/2009,A,,East,West,-37.81982992,144.9510256,"(-37.81982992, 144.95102556)"
185244,2655074,5/2/2019,2019,May,2,Thursday,6,10,Victoria Point,75,Victoria Point,BouHbr_T,4/23/2009,A,,West,East,-37.81876473,144.9471055,"(-37.81876473, 144.94710545)"
185245,2655075,5/2/2019,2019,May,2,Thursday,6,11,Waterfront City,5,Waterfront City,WatCit_T,1/20/2009,A,,East,West,-37.81564989,144.939707,"(-37.81564989, 144.93970695)"
185246,2655076,5/2/2019,2019,May,2,Thursday,6,12,New Quay,46,New Quay,NewQ_T,1/21/2009,A,,West,East,-37.81457987,144.942924,"(-37.81457987, 144.94292398)"
185247,2655077,5/2/2019,2019,May,2,Thursday,6,14,Sandridge Bridge,265,Sandridge Bridge,SanBri_T,9/25/2019,A,,North,South,-37.82011242,144.962919,"(-37.82011242, 144.96291898)"
185248,2655078,5/2/2019,2019,May,2,Thursday,6,15,State Library,102,State Library,QV_T,3/25/2009,R,,South,North,-37.81064378,144.9644713,"(-37.81064378, 144.96447132)"
185249,2655079,5/2/2019,2019,May,2,Thursday,6,17,Collins Place (South),224,Collins Place (South),Col15_T,3/30/2009,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.9732359,"(-37.81362542, 144.97323592)"
185250,2655080,5/2/2019,2019,May,2,Thursday,6,18,Collins Place (North),213,Collins Place (North),Col12_T,3/30/2009,A,,East,West,-37.81344861,144.9730535,"(-37.81344861, 144.97305354)"
185251,2655081,5/2/2019,2019,May,2,Thursday,6,19,Chinatown-Swanston St (North),43,Chinatown-Swanston St (North),LtB210_T,9/2/2013,A,,East,West,-37.81237202,144.9655067,"(-37.81237202, 144.96550671)"
185252,2655082,5/2/2019,2019,May,2,Thursday,6,20,Chinatown-Lt Bourke St (South),19,Chinatown-Lt Bourke St (South),LtB170_T,9/6/2013,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
185253,2655083,5/2/2019,2019,May,2,Thursday,6,21,Bourke St-Russell St (West),66,Bourke St-Russell St (West),Rus180_T,9/2/2013,A,,South,North,-37.81244703,144.9677876,"(-37.81244703, 144.96778757)"
185254,2655084,5/2/2019,2019,May,2,Thursday,6,22,Flinders St-Elizabeth St (East),633,Flinders St-Elizabeth St (East),Eli274_T,8/12/2013,A,,South,North,-37.81786445,144.9650682,"(-37.81786445, 144.96506823)"
185255,2655085,5/2/2019,2019,May,2,Thursday,6,23,Spencer St-Collins St (South),237,Spencer St-Collins St (South),Col623_T,9/2/2013,A,,East,West,-37.81909256,144.9545275,"(-37.81909256, 144.95452749)"
185256,2655086,5/2/2019,2019,May,2,Thursday,6,24,Spencer St-Collins St (North),"1,105",Spencer St-Collins St (North),Col620_T,9/2/2013,A,,East,West,-37.81887962,144.954492,"(-37.81887962, 144.95449198)"
185257,2655087,5/2/2019,2019,May,2,Thursday,6,25,Melbourne Convention Exhibition Centre,194,Melbourne Convention Exhibition Centre,MCEC_T,10/2/2019,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.9560443,"(-37.82401776, 144.95604426)"
185258,2655088,5/2/2019,2019,May,2,Thursday,6,26,QV Market-Elizabeth St (West),129,QV Market-Elizabeth St (West),Eli483_T,9/28/2013,A,,South,North,-37.80869542,144.960494,"(-37.80869542, 144.96049404)"
185259,2655089,5/2/2019,2019,May,2,Thursday,6,27,QV Market-Peel St,28,QV Market-Peel St,Vic_T,8/16/2013,A,,East,West,-37.80606888,144.9564469,"(-37.80606888, 144.95644693)"
185260,2655090,5/2/2019,2019,May,2,Thursday,6,28,The Arts Centre,333,The Arts Centre,VAC_T,8/23/2013,A,,South,North,-37.82129924,144.9687931,"(-37.82129924, 144.96879309)"
185261,2655091,5/2/2019,2019,May,2,Thursday,6,30,Lonsdale St (South),71,Lonsdale St (South),Lon189_T,10/14/2013,A,,East,West,-37.81121849,144.9665681,"(-37.81121849, 144.96656807)"
185262,2655092,5/2/2019,2019,May,2,Thursday,6,31,Lygon St (West),36,Lygon St (West),Lyg161_T,10/10/2013,A,,South,North,-37.8016968,144.9665891,"(-37.8016968, 144.96658911)"
185263,2655093,5/2/2019,2019,May,2,Thursday,6,33,Flinders St-Spring St (West),71,Flinders St-Spring St (West),Spr13_T,4/23/2014,R,,North,South,-37.81483252,144.9745406,"(-37.81483252, 144.97454056)"
185264,2655094,5/2/2019,2019,May,2,Thursday,6,34,Flinders St-Spark La,34,Flinders St-Spark La,Fli32_T,6/8/2014,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
185265,2655095,5/2/2019,2019,May,2,Thursday,6,35,Southbank,592,Southbank,SouthB_T,4/15/2021,A,River side,East,West,-37.82017828,144.9650888,"(-37.82017828, 144.96508877)"
185266,2655096,5/2/2019,2019,May,2,Thursday,6,36,Queen St (West),62,Queen St (West),Que85_T,1/20/2015,A,,South,North,-37.81652527,144.9612106,"(-37.81652527, 144.96121063)"
185267,2655097,5/2/2019,2019,May,2,Thursday,6,37,Lygon St (East),14,Lygon St (East),Lyg260_T,2/11/2015,A,,North,South,-37.80310271,144.9667145,"(-37.80310271, 144.96671452)"
185268,2655098,5/2/2019,2019,May,2,Thursday,6,39,Alfred Place,109,Alfred Place,AlfPl_T,12/4/2019,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.9699575,"(-37.81379749, 144.96995745)"
185269,2655099,5/2/2019,2019,May,2,Thursday,6,40,Lonsdale St-Spring St (West),108,Lonsdale St-Spring St (West),Spr201_T,1/19/2015,A,,South,North,-37.80999341,144.9722759,"(-37.80999341, 144.97227588)"
185270,2655100,5/2/2019,2019,May,2,Thursday,6,42,Grattan St-Swanston St (West),63,Grattan St-Swanston St (West),UM1_T,4/15/2015,A,,South,North,-37.80008565,144.9638641,"(-37.80008565, 144.96386412)"
185271,2655101,5/2/2019,2019,May,2,Thursday,6,43,Monash Rd-Swanston St (West),39,Monash Rd-Swanston St (West),UM2_T,4/15/2015,A,,South,North,-37.79844525,144.9641178,"(-37.79844525, 144.96411782)"
185272,2655102,5/2/2019,2019,May,2,Thursday,6,44,Tin Alley-Swanston St (West),32,Tin Alley-Swanston St (West),UM3_T,4/15/2015,A,,South,North,-37.79690473,144.9644038,"(-37.79690473, 144.96440378)"
185273,2655103,5/2/2019,2019,May,2,Thursday,6,46,Pelham St (South),24,Pelham St (South),Pel147_T,7/10/2017,A,,West,East,-37.80240719,144.9615673,"(-37.80240719, 144.96156731)"
185274,2655104,5/2/2019,2019,May,2,Thursday,6,47,Melbourne Central-Elizabeth St (East),184,Melbourne Central-Elizabeth St (East),Eli250_T,8/24/2017,A,,South,North,-37.81160331,144.9622008,"(-37.81160331, 144.96220077)"
185275,2655105,5/2/2019,2019,May,2,Thursday,6,48,QVM-Queen St (East),47,QVM-Queen St (East),QVMQ_T,10/2/2017,A,,East,West,-37.80631581,144.958667,"(-37.80631581, 144.95866698)"
185276,2655106,5/2/2019,2019,May,2,Thursday,6,49,QVM-Therry St (South),37,QVM-Therry St (South),Eli501_T,11/29/2017,A,,West,East,-37.80730067,144.9595606,"(-37.80730067, 144.95956055)"
185277,2655107,5/2/2019,2019,May,2,Thursday,6,50,Faraday St-Lygon St (West),27,Faraday St-Lygon St (West),Lyg309_T,11/30/2017,A,,North,South,-37.79808191,144.9672101,"(-37.79808191, 144.96721014)"
185278,2655108,5/2/2019,2019,May,2,Thursday,6,51,QVM-Franklin St (North),52,QVM-Franklin St (North),Fra118_T,11/30/2017,A,,West,East,-37.80841814,144.9590632,"(-37.80841814, 144.95906317)"
185279,2655109,5/2/2019,2019,May,2,Thursday,6,52,Elizabeth St-Lonsdale St (South),66,Elizabeth St-Lonsdale St (South),Eli263_T,7/31/2017,A,,West,East,-37.81252157,144.9619401,"(-37.81252157, 144.9619401)"
185280,2655110,5/2/2019,2019,May,2,Thursday,6,53,Collins St (North),262,Collins Street (North),Col254_T,9/23/2015,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
185281,2655111,5/2/2019,2019,May,2,Thursday,6,54,Lincoln-Swanston (West),34,Lincoln-Swanston (West),Swa607_T,6/26/2018,A,,South,North,-37.804024,144.963084,"(-37.804024, 144.963084)"
185282,2655112,5/2/2019,2019,May,2,Thursday,6,56,Lonsdale St - Elizabeth St (North),66,Lonsdale St - Elizabeth St (North),Lon364_T,7/25/2018,A,,East,West,-37.81234775,144.9615331,"(-37.81234775, 144.96153311)"
185283,2655113,5/2/2019,2019,May,2,Thursday,6,57,Bourke St Bridge,542,Bourke St Bridge,BouBri_T,8/13/2018,A,,West,East,-37.8176735,144.950256,"(-37.8176735, 144.95025595)"
185284,2655114,5/2/2019,2019,May,2,Thursday,6,58,Bourke St - Spencer St (North),358,Bourke St - Spencer St (North),Bou688_T,9/27/2018,A,,West,East,-37.81686074,144.9535808,"(-37.81686074, 144.95358075)"
185285,2655115,5/2/2019,2019,May,2,Thursday,6,59,Swanston St - RMIT Building 80,8,Building 80 RMIT,RMIT_T,2/13/2019,A,,North,South,-37.80825648,144.9630486,"(-37.80825648, 144.96304859)"
185286,2655116,5/2/2019,2019,May,2,Thursday,6,60,Flinders La - Swanston St (West) Temp,410,Flinders La - Swanston St (West) Temporary,Swa31T_T,3/8/2019,R,Temporary for the duration of the metro tunnel works. Installed under the scaffolding.,North,South,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)"
185287,2655117,5/2/2019,2019,May,2,Thursday,7,1,Bourke Street Mall (North),417,Bourke Street Mall (North),Bou292_T,3/24/2009,A,,West,East,-37.8134944,144.9651532,"(-37.8134944, 144.96515324)"
185288,2655118,5/2/2019,2019,May,2,Thursday,7,2,Bourke Street Mall (South),264,Bourke Street Mall (South),Bou283_T,3/30/2009,A,,East,West,-37.81380667,144.9651672,"(-37.81380667, 144.96516719)"
185289,2655119,5/2/2019,2019,May,2,Thursday,7,3,Melbourne Central,369,Melbourne Central,Swa295_T,3/25/2009,A,,North,South,-37.81101523,144.9642949,"(-37.81101523, 144.96429485)"
185290,2655120,5/2/2019,2019,May,2,Thursday,7,4,Town Hall (West),549,Town Hall (West),Swa123_T,3/23/2009,A,,South,North,-37.81487988,144.9660878,"(-37.81487988, 144.9660878)"
185291,2655121,5/2/2019,2019,May,2,Thursday,7,5,Princes Bridge,"1,139",Princes Bridge,PriNW_T,3/26/2009,A,,North,South,-37.81874249,144.9678766,"(-37.81874249, 144.96787656)"
185292,2655122,5/2/2019,2019,May,2,Thursday,7,6,Flinders Street Station Underpass,"1,945",Flinders Street Station Underpass,FliS_T,3/25/2009,A,Upgraded on 8/09/21,North,South,-37.81911704,144.9655826,"(-37.81911704, 144.96558256)"
185293,2655123,5/2/2019,2019,May,2,Thursday,7,7,Birrarung Marr,266,Birrarung Marr,Fed_T,12/17/2014,A,,East,West,-37.81862929,144.971694,"(-37.81862929, 144.97169395)"
185294,2655124,5/2/2019,2019,May,2,Thursday,7,8,Webb Bridge,318,Webb Bridge,WebBN_T,3/24/2009,A,,North,South,-37.82293543,144.9471751,"(-37.82293543, 144.94717511)"
185295,2655125,5/2/2019,2019,May,2,Thursday,7,9,Southern Cross Station,"2,407",Southern Cross Station,Col700_T,3/23/2009,A,,East,West,-37.81982992,144.9510256,"(-37.81982992, 144.95102556)"
185296,2655126,5/2/2019,2019,May,2,Thursday,7,10,Victoria Point,357,Victoria Point,BouHbr_T,4/23/2009,A,,West,East,-37.81876473,144.9471055,"(-37.81876473, 144.94710545)"
185297,2655127,5/2/2019,2019,May,2,Thursday,7,11,Waterfront City,13,Waterfront City,WatCit_T,1/20/2009,A,,East,West,-37.81564989,144.939707,"(-37.81564989, 144.93970695)"
185298,2655128,5/2/2019,2019,May,2,Thursday,7,12,New Quay,148,New Quay,NewQ_T,1/21/2009,A,,West,East,-37.81457987,144.942924,"(-37.81457987, 144.94292398)"
185299,2655129,5/2/2019,2019,May,2,Thursday,7,14,Sandridge Bridge,703,Sandridge Bridge,SanBri_T,9/25/2019,A,,North,South,-37.82011242,144.962919,"(-37.82011242, 144.96291898)"
185300,2655130,5/2/2019,2019,May,2,Thursday,7,15,State Library,353,State Library,QV_T,3/25/2009,R,,South,North,-37.81064378,144.9644713,"(-37.81064378, 144.96447132)"
185301,2655131,5/2/2019,2019,May,2,Thursday,7,17,Collins Place (South),901,Collins Place (South),Col15_T,3/30/2009,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.9732359,"(-37.81362542, 144.97323592)"
185302,2655132,5/2/2019,2019,May,2,Thursday,7,18,Collins Place (North),741,Collins Place (North),Col12_T,3/30/2009,A,,East,West,-37.81344861,144.9730535,"(-37.81344861, 144.97305354)"
185303,2655133,5/2/2019,2019,May,2,Thursday,7,19,Chinatown-Swanston St (North),107,Chinatown-Swanston St (North),LtB210_T,9/2/2013,A,,East,West,-37.81237202,144.9655067,"(-37.81237202, 144.96550671)"
185304,2655134,5/2/2019,2019,May,2,Thursday,7,20,Chinatown-Lt Bourke St (South),80,Chinatown-Lt Bourke St (South),LtB170_T,9/6/2013,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
185305,2655135,5/2/2019,2019,May,2,Thursday,7,21,Bourke St-Russell St (West),156,Bourke St-Russell St (West),Rus180_T,9/2/2013,A,,South,North,-37.81244703,144.9677876,"(-37.81244703, 144.96778757)"
185306,2655136,5/2/2019,2019,May,2,Thursday,7,22,Flinders St-Elizabeth St (East),"1,525",Flinders St-Elizabeth St (East),Eli274_T,8/12/2013,A,,South,North,-37.81786445,144.9650682,"(-37.81786445, 144.96506823)"
185307,2655137,5/2/2019,2019,May,2,Thursday,7,23,Spencer St-Collins St (South),755,Spencer St-Collins St (South),Col623_T,9/2/2013,A,,East,West,-37.81909256,144.9545275,"(-37.81909256, 144.95452749)"
185308,2655138,5/2/2019,2019,May,2,Thursday,7,24,Spencer St-Collins St (North),"2,533",Spencer St-Collins St (North),Col620_T,9/2/2013,A,,East,West,-37.81887962,144.954492,"(-37.81887962, 144.95449198)"
185309,2655139,5/2/2019,2019,May,2,Thursday,7,25,Melbourne Convention Exhibition Centre,566,Melbourne Convention Exhibition Centre,MCEC_T,10/2/2019,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.9560443,"(-37.82401776, 144.95604426)"
185310,2655140,5/2/2019,2019,May,2,Thursday,7,26,QV Market-Elizabeth St (West),300,QV Market-Elizabeth St (West),Eli483_T,9/28/2013,A,,South,North,-37.80869542,144.960494,"(-37.80869542, 144.96049404)"
185311,2655141,5/2/2019,2019,May,2,Thursday,7,27,QV Market-Peel St,109,QV Market-Peel St,Vic_T,8/16/2013,A,,East,West,-37.80606888,144.9564469,"(-37.80606888, 144.95644693)"
185312,2655142,5/2/2019,2019,May,2,Thursday,7,28,The Arts Centre,912,The Arts Centre,VAC_T,8/23/2013,A,,South,North,-37.82129924,144.9687931,"(-37.82129924, 144.96879309)"
185313,2655143,5/2/2019,2019,May,2,Thursday,7,30,Lonsdale St (South),149,Lonsdale St (South),Lon189_T,10/14/2013,A,,East,West,-37.81121849,144.9665681,"(-37.81121849, 144.96656807)"
185314,2655144,5/2/2019,2019,May,2,Thursday,7,31,Lygon St (West),74,Lygon St (West),Lyg161_T,10/10/2013,A,,South,North,-37.8016968,144.9665891,"(-37.8016968, 144.96658911)"
185315,2655145,5/2/2019,2019,May,2,Thursday,7,33,Flinders St-Spring St (West),255,Flinders St-Spring St (West),Spr13_T,4/23/2014,R,,North,South,-37.81483252,144.9745406,"(-37.81483252, 144.97454056)"
185316,2655146,5/2/2019,2019,May,2,Thursday,7,34,Flinders St-Spark La,124,Flinders St-Spark La,Fli32_T,6/8/2014,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
185317,2655147,5/2/2019,2019,May,2,Thursday,7,35,Southbank,"1,095",Southbank,SouthB_T,4/15/2021,A,River side,East,West,-37.82017828,144.9650888,"(-37.82017828, 144.96508877)"
185318,2655148,5/2/2019,2019,May,2,Thursday,7,36,Queen St (West),257,Queen St (West),Que85_T,1/20/2015,A,,South,North,-37.81652527,144.9612106,"(-37.81652527, 144.96121063)"
185319,2655149,5/2/2019,2019,May,2,Thursday,7,37,Lygon St (East),37,Lygon St (East),Lyg260_T,2/11/2015,A,,North,South,-37.80310271,144.9667145,"(-37.80310271, 144.96671452)"
