,Unnamed: 0,id,date_time,year,month,mdate,day,time,sensor_id,sensor_name_x,hourly_counts,sensor_description,sensor_name_y,installation_date,status,note,direction_1,direction_2,latitude,longitude,location
123,123,2887751,2019-11-01,2019,November,1,Friday,19,48,QVM-Queen St (East),256,QVM-Queen St (East),QVMQ_T,2017/10/02,A,,East,West,-37.80631581,144.95866698,"(-37.80631581, 144.95866698)"
124,124,2887752,2019-11-01,2019,November,1,Friday,19,49,QVM-Therry St (South),190,QVM-Therry St (South),Eli501_T,2017/11/29,A,,West,East,-37.80730067,144.95956055,"(-37.80730067, 144.95956055)"
125,125,2887753,2019-11-01,2019,November,1,Friday,19,50,Faraday St-Lygon St (West),572,Faraday St-Lygon St (West),Lyg309_T,2017/11/30,A,,North,South,-37.79808191,144.96721014,"(-37.79808191, 144.96721014)"
126,126,2887754,2019-11-01,2019,November,1,Friday,19,51,QVM-Franklin St (North),184,QVM-Franklin St (North),Fra118_T,2017/11/30,A,,West,East,-37.80841814,144.95906317,"(-37.80841814, 144.95906317)"
127,127,2887755,2019-11-01,2019,November,1,Friday,19,52,Elizabeth St-Lonsdale St (South),773,Elizabeth St-Lonsdale St (South),Eli263_T,2017/07/31,A,,West,East,-37.81252157,144.9619401,"(-37.81252157, 144.9619401)"
128,128,2887756,2019-11-01,2019,November,1,Friday,19,54,Lincoln-Swanston(West),182,Lincoln-Swanston (West),Swa607_T,2018/06/26,A,,South,North,-37.804024,144.963084,"(-37.804024, 144.963084)"
129,129,2887757,2019-11-01,2019,November,1,Friday,19,55,Elizabeth St-La Trobe St (East),1748,Elizabeth St-La Trobe St (East),Eli380_T,2018/07/19,A,,North,South,-37.80988941,144.96134331,"(-37.80988941, 144.96134331)"
130,130,2887758,2019-11-01,2019,November,1,Friday,19,56,Lonsdale St - Elizabeth St (North),569,Lonsdale St - Elizabeth St (North),Lon364_T,2018/07/25,A,,East,West,-37.81234775,144.96153311,"(-37.81234775, 144.96153311)"
131,131,2887759,2019-11-01,2019,November,1,Friday,19,57,Bourke St Bridge,379,Bourke St Bridge,BouBri_T,2018/08/13,A,,West,East,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)"
132,132,2887760,2019-11-01,2019,November,1,Friday,19,58,Bourke St - Spencer St (North),953,Bourke St - Spencer St (North),Bou688_T,2018/09/27,A,,West,East,-37.81686074,144.95358075,"(-37.81686074, 144.95358075)"
133,133,2887761,2019-11-01,2019,November,1,Friday,19,59,Swanston St - RMIT Building 80,179,Building 80 RMIT,RMIT_T,2019/02/13,A,,North,South,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
134,134,2887762,2019-11-01,2019,November,1,Friday,19,61,Swanston St - RMIT Building 14,832,RMIT Building 14,RMIT14_T,2019/06/28,A,,North,South,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)"
135,135,2887763,2019-11-01,2019,November,1,Friday,19,62,La Trobe St (North),280,La Trobe St (North),Lat224_T,2019/09/25,A,,East,West,-37.80996494,144.96216521,"(-37.80996494, 144.96216521)"
136,136,2887764,2019-11-01,2019,November,1,Friday,20,4,Town Hall (West),2051,Town Hall (West),Swa123_T,2009/03/23,A,,South,North,-37.81487988,144.9660878,"(-37.81487988, 144.9660878)"
137,137,2887765,2019-11-01,2019,November,1,Friday,20,17,Collins Place (South),320,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
138,138,2887766,2019-11-01,2019,November,1,Friday,20,18,Collins Place (North),182,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
139,139,2887767,2019-11-01,2019,November,1,Friday,20,53,Collins St (North),589,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
140,140,2887768,2019-11-01,2019,November,1,Friday,20,2,Bourke Street Mall (South),1204,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
141,141,2887769,2019-11-01,2019,November,1,Friday,20,1,Bourke Street Mall (North),2070,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
142,142,2887770,2019-11-01,2019,November,1,Friday,20,3,Melbourne Central,2822,Melbourne Central,Swa295_T,2009/03/25,A,,North,South,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)"
143,143,2887771,2019-11-01,2019,November,1,Friday,20,15,State Library,1444,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
144,144,2887772,2019-11-01,2019,November,1,Friday,20,9,Southern Cross Station,277,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
145,145,2887773,2019-11-01,2019,November,1,Friday,20,10,Victoria Point,142,Victoria Point,BouHbr_T,2009/04/23,A,,West,East,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)"
146,146,2887774,2019-11-01,2019,November,1,Friday,20,12,New Quay,476,New Quay,NewQ_T,2009/01/21,A,,West,East,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)"
147,147,2887775,2019-11-01,2019,November,1,Friday,20,11,Waterfront City,154,Waterfront City,WatCit_T,2009/01/20,A,,East,West,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)"
148,148,2887776,2019-11-01,2019,November,1,Friday,20,8,Webb Bridge,204,Webb Bridge,WebBN_T,2009/03/24,A,,North,South,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)"
149,149,2887777,2019-11-01,2019,November,1,Friday,20,7,Birrarung Marr,203,Birrarung Marr,Fed_T,2014/12/17,A,,East,West,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)"
150,150,2887778,2019-11-01,2019,November,1,Friday,20,5,Princes Bridge,1882,Princes Bridge,PriNW_T,2009/03/26,A,,North,South,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)"
151,151,2887779,2019-11-01,2019,November,1,Friday,20,6,Flinders Street Station Underpass,2097,Flinders Street Station Underpass,FliS_T,2009/03/25,A,Upgraded on 8/09/21,North,South,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)"
152,152,2887780,2019-11-01,2019,November,1,Friday,20,14,Sandridge Bridge,25,Sandridge Bridge,SanBri_T,2019/09/25,A,,North,South,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)"
153,153,2887781,2019-11-01,2019,November,1,Friday,20,26,QV Market-Elizabeth St (West),672,QV Market-Elizabeth St (West),Eli483_T,2013/09/28,A,,South,North,-37.80869542,144.96049404,"(-37.80869542, 144.96049404)"
154,154,2887782,2019-11-01,2019,November,1,Friday,20,24,Spencer St-Collins St (North),1043,Spencer St-Collins St (North),Col620_T,2013/09/02,A,,East,West,-37.81887962,144.95449198,"(-37.81887962, 144.95449198)"
155,155,2887783,2019-11-01,2019,November,1,Friday,20,23,Spencer St-Collins St (South),200,Spencer St-Collins St (South),Col623_T,2013/09/02,A,,East,West,-37.81909256,144.95452749,"(-37.81909256, 144.95452749)"
156,156,2887784,2019-11-01,2019,November,1,Friday,20,25,Melbourne Convention Exhibition Centre,1652,Melbourne Convention Exhibition Centre,MCEC_T,2019/10/02,A,Sensor relocated from 14 to 25 on 2/10/2019,East,West,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)"
157,157,2887785,2019-11-01,2019,November,1,Friday,20,21,Bourke St-Russell St (West),997,Bourke St-Russell St (West),Rus180_T,2013/09/02,A,,South,North,-37.81244703,144.96778757,"(-37.81244703, 144.96778757)"
158,158,2887786,2019-11-01,2019,November,1,Friday,20,20,Chinatown-Lt Bourke St (South),974,Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,A,,East,West,-37.81172913,144.9682466,"(-37.81172913, 144.9682466)"
159,159,2887787,2019-11-01,2019,November,1,Friday,20,19,Chinatown-Swanston St (North),1362,Chinatown-Swanston St (North),LtB210_T,2013/09/02,A,,East,West,-37.81237202,144.96550671,"(-37.81237202, 144.96550671)"
160,160,2887788,2019-11-01,2019,November,1,Friday,20,22,Flinders St-Elizabeth St (East),2314,Flinders St-Elizabeth St (East),Eli274_T,2013/08/12,A,,South,North,-37.81786445,144.96506823,"(-37.81786445, 144.96506823)"
161,161,2887789,2019-11-01,2019,November,1,Friday,20,27,QV Market-Peel St,135,QV Market-Peel St,Vic_T,2013/08/16,A,,East,West,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)"
162,162,2887790,2019-11-01,2019,November,1,Friday,20,28,The Arts Centre,594,The Arts Centre,VAC_T,2013/08/23,A,,South,North,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)"
163,163,2887791,2019-11-01,2019,November,1,Friday,20,31,Lygon St (West),687,Lygon St (West),Lyg161_T,2013/10/10,A,,South,North,-37.8016968,144.96658911,"(-37.8016968, 144.96658911)"
164,164,2887792,2019-11-01,2019,November,1,Friday,20,30,Lonsdale St (South),1064,Lonsdale St (South),Lon189_T,2013/10/14,A,,East,West,-37.81121849,144.96656807,"(-37.81121849, 144.96656807)"
165,165,2887793,2019-11-01,2019,November,1,Friday,20,34,Flinders St-Spark La,118,Flinders St-Spark La,Fli32_T,2014/06/08,A,,East,West,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)"
166,166,2887794,2019-11-01,2019,November,1,Friday,20,39,Alfred Place,158,Alfred Place,AlfPl_T,2019/12/04,A,In 4/12/2019 sensor upgraded,South,North,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)"
167,167,2887795,2019-11-01,2019,November,1,Friday,20,37,Lygon St (East),325,Lygon St (East),Lyg260_T,2015/02/11,A,,North,South,-37.80310271,144.96671452,"(-37.80310271, 144.96671452)"
168,168,2887796,2019-11-01,2019,November,1,Friday,20,40,Lonsdale St-Spring St (West),245,Lonsdale St-Spring St (West),Spr201_T,2015/01/19,A,,South,North,-37.80999341,144.97227588,"(-37.80999341, 144.97227588)"
169,169,2887797,2019-11-01,2019,November,1,Friday,20,36,Queen St (West),367,Queen St (West),Que85_T,2015/01/20,A,,South,North,-37.81652527,144.96121063,"(-37.81652527, 144.96121063)"
170,170,2887798,2019-11-01,2019,November,1,Friday,20,29,St Kilda Rd-Alexandra Gardens,299,St Kilda Rd-Alexandra Gardens,AG_T,2013/10/11,A,sensor upgraded from laser to 3D on 19/12/2019,North,South,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)"
171,171,2887799,2019-11-01,2019,November,1,Friday,20,42,Grattan St-Swanston St (West),198,Grattan St-Swanston St (West),UM1_T,2015/04/15,A,,South,North,-37.80008565,144.96386412,"(-37.80008565, 144.96386412)"
172,172,2887800,2019-11-01,2019,November,1,Friday,20,43,Monash Rd-Swanston St (West),27,Monash Rd-Swanston St (West),UM2_T,2015/04/15,A,,South,North,-37.79844525,144.96411782,"(-37.79844525, 144.96411782)"
173,173,2887801,2019-11-01,2019,November,1,Friday,20,44,Tin Alley-Swanston St (West),42,Tin Alley-Swanston St (West),UM3_T,2015/04/15,A,,South,North,-37.79690473,144.96440378,"(-37.79690473, 144.96440378)"
174,174,2887802,2019-11-01,2019,November,1,Friday,20,35,Southbank,1695,Southbank,SouthB_T,2021/04/15,A,River side,East,West,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)"
175,175,2887803,2019-11-01,2019,November,1,Friday,20,45,Little Collins St-Swanston St (East),1471,Little Collins St-Swanston St (East),Swa148_T,2017/06/29,A,,North,South,-37.81414074,144.9660938,"(-37.81414074, 144.9660938)"
176,176,2887804,2019-11-01,2019,November,1,Friday,20,46,Pelham St (S),132,Pelham St (South),Pel147_T,2017/07/10,A,,West,East,-37.80240719,144.96156731,"(-37.80240719, 144.96156731)"
177,177,2887805,2019-11-01,2019,November,1,Friday,20,47,Melbourne Central-Elizabeth St (East),1414,Melbourne Central-Elizabeth St (East),Eli250_T,2017/08/24,A,,South,North,-37.81160331,144.96220077,"(-37.81160331, 144.96220077)"
178,178,2887806,2019-11-01,2019,November,1,Friday,20,48,QVM-Queen St (East),186,QVM-Queen St (East),QVMQ_T,2017/10/02,A,,East,West,-37.80631581,144.95866698,"(-37.80631581, 144.95866698)"
179,179,2887807,2019-11-01,2019,November,1,Friday,20,49,QVM-Therry St (South),100,QVM-Therry St (South),Eli501_T,2017/11/29,A,,West,East,-37.80730067,144.95956055,"(-37.80730067, 144.95956055)"
180,180,2887808,2019-11-01,2019,November,1,Friday,20,50,Faraday St-Lygon St (West),605,Faraday St-Lygon St (West),Lyg309_T,2017/11/30,A,,North,South,-37.79808191,144.96721014,"(-37.79808191, 144.96721014)"
181,181,2887809,2019-11-01,2019,November,1,Friday,20,51,QVM-Franklin St (North),151,QVM-Franklin St (North),Fra118_T,2017/11/30,A,,West,East,-37.80841814,144.95906317,"(-37.80841814, 144.95906317)"
182,182,2887810,2019-11-01,2019,November,1,Friday,20,52,Elizabeth St-Lonsdale St (South),693,Elizabeth St-Lonsdale St (South),Eli263_T,2017/07/31,A,,West,East,-37.81252157,144.9619401,"(-37.81252157, 144.9619401)"
183,183,2887811,2019-11-01,2019,November,1,Friday,20,54,Lincoln-Swanston(West),216,Lincoln-Swanston (West),Swa607_T,2018/06/26,A,,South,North,-37.804024,144.963084,"(-37.804024, 144.963084)"
184,184,2887812,2019-11-01,2019,November,1,Friday,20,55,Elizabeth St-La Trobe St (East),1673,Elizabeth St-La Trobe St (East),Eli380_T,2018/07/19,A,,North,South,-37.80988941,144.96134331,"(-37.80988941, 144.96134331)"
185,185,2887813,2019-11-01,2019,November,1,Friday,20,56,Lonsdale St - Elizabeth St (North),560,Lonsdale St - Elizabeth St (North),Lon364_T,2018/07/25,A,,East,West,-37.81234775,144.96153311,"(-37.81234775, 144.96153311)"
186,186,2887814,2019-11-01,2019,November,1,Friday,20,57,Bourke St Bridge,249,Bourke St Bridge,BouBri_T,2018/08/13,A,,West,East,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)"
187,187,2887815,2019-11-01,2019,November,1,Friday,20,58,Bourke St - Spencer St (North),662,Bourke St - Spencer St (North),Bou688_T,2018/09/27,A,,West,East,-37.81686074,144.95358075,"(-37.81686074, 144.95358075)"
188,188,2887816,2019-11-01,2019,November,1,Friday,20,59,Swanston St - RMIT Building 80,11,Building 80 RMIT,RMIT_T,2019/02/13,A,,North,South,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
189,189,2887817,2019-11-01,2019,November,1,Friday,20,61,Swanston St - RMIT Building 14,741,RMIT Building 14,RMIT14_T,2019/06/28,A,,North,South,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)"
190,190,2887818,2019-11-01,2019,November,1,Friday,20,62,La Trobe St (North),273,La Trobe St (North),Lat224_T,2019/09/25,A,,East,West,-37.80996494,144.96216521,"(-37.80996494, 144.96216521)"
191,191,2887819,2019-11-01,2019,November,1,Friday,21,4,Town Hall (West),1715,Town Hall (West),Swa123_T,2009/03/23,A,,South,North,-37.81487988,144.9660878,"(-37.81487988, 144.9660878)"
192,192,2887820,2019-11-01,2019,November,1,Friday,21,17,Collins Place (South),191,Collins Place (South),Col15_T,2009/03/30,A,Device is upgraded in 26/02/2020,East,West,-37.81362542,144.97323592,"(-37.81362542, 144.97323592)"
193,193,2887821,2019-11-01,2019,November,1,Friday,21,18,Collins Place (North),145,Collins Place (North),Col12_T,2009/03/30,A,,East,West,-37.81344861,144.97305354,"(-37.81344861, 144.97305354)"
194,194,2887822,2019-11-01,2019,November,1,Friday,21,53,Collins St (North),485,Collins Street (North),Col254_T,2015/09/23,A,,West,East,-37.8156419,144.965499,"(-37.8156419, 144.965499)"
195,195,2887823,2019-11-01,2019,November,1,Friday,21,2,Bourke Street Mall (South),588,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
196,196,2887824,2019-11-01,2019,November,1,Friday,21,1,Bourke Street Mall (North),1450,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,West,East,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
197,197,2887825,2019-11-01,2019,November,1,Friday,21,3,Melbourne Central,2662,Melbourne Central,Swa295_T,2009/03/25,A,,North,South,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)"
198,198,2887826,2019-11-01,2019,November,1,Friday,21,15,State Library,1267,State Library,QV_T,2009/03/25,R,,South,North,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)"
199,199,2887827,2019-11-01,2019,November,1,Friday,21,9,Southern Cross Station,167,Southern Cross Station,Col700_T,2009/03/23,A,,East,West,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)"
